Item_ID	Sentence	20-b
164033:47	i know they s-, they're coming out with some v eight now	###well, i think the next car we get --n400f00 will probably be a,###well i, i like buicks.###we have a buick century now,###it's a nineteen eighty-seven###.###uh-huh.###.###and, uh, whatever i get --n40110c, i want --n40111f to have, uh, air bags, uh, both driver's and passenger side and four door because it's much more convenient --n40118a if you're carrying anybody to, you know, rather than have them stoop down --n4011d5 to get over,###so i think the four door is probably a major requirement###.###sure.###.###and, other than that, uh, you know, reasonable cost and safety and, uh, as much economy as you can get out of a car.###uh, you know, i'm not looking for one with a great big engine, uh###.###sure.###.###something that --n40173d will carry it around careful, i guess --n401768 is best, best way to describe it --n401797.###right now, we've got a v six###and it, that seems --n401945 to be just fine.
164038:17	so, they've got some pretty powerful sixes.	###uh-huh.###.###and, uh, whatever i get --n40110c, i want --n40111f to have, uh, air bags, uh, both driver's and passenger side and four door because it's much more convenient --n40118a if you're carrying anybody to, you know, rather than have them stoop down --n4011d5 to get over,###so i think the four door is probably a major requirement###.###sure.###.###and, other than that, uh, you know, reasonable cost and safety and, uh, as much economy as you can get out of a car.###uh, you know, i'm not looking for one with a great big engine, uh###.###sure.###.###something that --n40173d will carry it around careful, i guess --n401768 is best, best way to describe it --n401797.###right now, we've got a v six###and it, that seems --n401945 to be just fine.###i know they s-, they're coming out with some v eight now###and i think that's probably a little over kill for this day and age.###.###yeah,###i was surprised --n401bad to hear that the v eights are coming back,
164050:47	but there's so many occasions when i've had --n4021e0 to move some members of the family or do this or that --n402217,	###something that --n40173d will carry it around careful, i guess --n401768 is best, best way to describe it --n401797.###right now, we've got a v six###and it, that seems --n401945 to be just fine.###i know they s-, they're coming out with some v eight now###and i think that's probably a little over kill for this day and age.###.###yeah,###i was surprised --n401bad to hear that the v eights are coming back,###so, they've got some pretty powerful sixes.###.###uh-huh.###.###and, uh, you know, v eights seem --n401d12 to be a return to the days of, you know, ten or twelve miles a gallon.###.###right.### i, uh, i drive a, a truck, a ford truck.### i, i like trucks because they're spacious,###and it's handy to haul things.###uh, it's not related to my business,###i just really use it, basically, for transportation,
164073:37	and we weren't aware of it, and just slipped on some black ice and went into another car,	###sure.###.###.###is, uh, traction much of an issue for you up there.###.###traction.###.###mumblex.###.###uh, not really, uh, you know,###it's a two wheel drive truck###and i figure if it's so bad that i need a four wheel drive, i probably ought --n402647 to be home anyway.###.###actually, uh, pretty good way of looking at it,###yeah.### we, uh, we had a small accident with our mini van a few years ago.###.###wow.###.###a case where there was a, sort of freak ice storm --n402946
164075:14	so, we got some monster studded snow tires after that.	###.###is, uh, traction much of an issue for you up there.###.###traction.###.###mumblex.###.###uh, not really, uh, you know,###it's a two wheel drive truck###and i figure if it's so bad that i need a four wheel drive, i probably ought --n402647 to be home anyway.###.###actually, uh, pretty good way of looking at it,###yeah.### we, uh, we had a small accident with our mini van a few years ago.###.###wow.###.###a case where there was a, sort of freak ice storm --n402946###and we weren't aware of it, and just slipped on some black ice and went into another car,###and, this is a rear wheel drive model.
164091:22	and it's, uh, got some nice features in terms of being able --n402faa to remove seats and flip them around	###.###a case where there was a, sort of freak ice storm --n402946###and we weren't aware of it, and just slipped on some black ice and went into another car,###and, this is a rear wheel drive model.###so, we got some monster studded snow tires after that.###.###uh-huh.###.### haven't had any problems since.###.### what kind of, what make is the mini van --n402c29.###.###it's a mazda.###.###mazda,###i see.###.###and, uh, we're pleased with it in terms of comfort, and, uh, driveability.###fuel economy isn't great, being a mini van,###but, uh it's real nice for carrying around our kids and others
164095:28	so we've been able --n4030d3 to do some real creative, uh, load hauling when called upon --n403112 --n403119.	###so, we got some monster studded snow tires after that.###.###uh-huh.###.### haven't had any problems since.###.### what kind of, what make is the mini van --n402c29.###.###it's a mazda.###.###mazda,###i see.###.###and, uh, we're pleased with it in terms of comfort, and, uh, driveability.###fuel economy isn't great, being a mini van,###but, uh it's real nice for carrying around our kids and others###and it's, uh, got some nice features in terms of being able --n402faa to remove seats and flip them around###.###right.###.
164110:55	i think that we're going --n4039b1 to be, uh, owning a mini van for some years --n4039ec to come.	###but, uh it's real nice for carrying around our kids and others###and it's, uh, got some nice features in terms of being able --n402faa to remove seats and flip them around###.###right.###.###so we've been able --n4030d3 to do some real creative, uh, load hauling when called upon --n403112 --n403119.###.###one of my sons has a, a plymouth, uh, van or, you know, uh, uh, that same type of thing, the voyager, i guess###.###uh-huh.###.###.###right.###.###and, uh, they have a, a child that --n4033f1's five years old###and it's really handy for hauling him --n4034d7 around and, and their stuff,###and, of course, as he gets friends, i'm sure --n4035e0 that will be even handier.###so, i know if we were, if we had kids still at home, we're in our fifties now, but, if we had kids still at home, we'd certainly have --n403754 to seriously consider a van just for their functional value.###.###yeah,
164185:22	i, in some ways, it's almost worse than murder.	###.###well, i've, uh, i've been caught --n401258 with marijuana before,###so i guess that was a crime.###i got a year's probation for that,###but, uh,###.### that, that's not that much.###i mean you know, those aren't,###.###no,###it wasn't that big a deal.###.###.###i,###.###uh, when i think of crime --n4015ee, i think of stuff that, that --n401615 affects other people like people getting, you know, killed or raped --n401650.###i think rape is one of the worst crimes.###.###yeah,###i think it is.
164259:34	but, i think you have --n40334a to accept some of the errors.	###.###uh-huh.###.###then, you know, there's been guys in jail for six years###and the other guy admits that he did it###and they,###it's like oops,.###but,###uh-huh.###.###well, yeah,###i mean, the system isn't perfect,###i mean, it's run --n403035 by a bunch of imperfect humans.###.###.###you do the best you can --n4030fc --n403103 to make it perfect, you know,### you, you go out of your way --n403210 to try real hard --n403227 to make it perfect.###.###right.###.
164345:22	well, i think that in some cases, it is warranted.	###they didn't have any time --n404bff doing it the first time.###.###uh-huh.###and i think locking them up for, you know, fifty years doesn't do a, any good because as a, as a taxpayer, i'm going --n404d31 to pay, you know, one and a,###.###no,###it do-,###.###.###okay,### looks like we're ready --n400044 to go.###capital punishment, uh,###the problem i have --n400116 with capital punishment is that, uh, uh, it's supposed --n400151 to be a deterrent to crime,###but i don't think that it really actually does that.###i don't think it deters anybody, because most of the time crimes are, uh, are committed --n400369 with a, without any thought to the consequences###and they don't think that, uh, stop and think and say, well, maybe i shouldn't do this, uh, because, uh, i might get the gas chamber or something like that.###they worry about it afterwards###and then they try and get out of it.###and, uh, how about you.###.
164352:16	i think in some cases it --n400973 doesn't matter if it's a deterrent or not.	###.###.###okay,### looks like we're ready --n400044 to go.###capital punishment, uh,###the problem i have --n400116 with capital punishment is that, uh, uh, it's supposed --n400151 to be a deterrent to crime,###but i don't think that it really actually does that.###i don't think it deters anybody, because most of the time crimes are, uh, are committed --n400369 with a, without any thought to the consequences###and they don't think that, uh, stop and think and say, well, maybe i shouldn't do this, uh, because, uh, i might get the gas chamber or something like that.###they worry about it afterwards###and then they try and get out of it.###and, uh, how about you.###.###well, i think that in some cases, it is warranted.###.###uh-huh,###i do, too,###yep.###.###and i don't,
164368:12	well, for some things.	###i do, too,###yep.###.###and i don't,###i think in some cases it --n400973 doesn't matter if it's a deterrent or not.###.###uh-huh,###yeah,###you still have --n400a9d to do it.### i, i,###.###i mean i mean, i'm thinking of an extreme case like a serial murderer###.###.###uh-huh.###.###or,###.###so you're in, you're in favor of capital punishment, then.###.
164404:48	but, then, you know, i think that, that some murderers don't really warrant capital punishment. you know, just, like, for example, uh, you know, you hear about cases where women have killed their husbands who --n401a60 abused them --n401a6f	###.###right.###.###.###and then do it all over again.###.###.###uh-huh.###.###and i don't think that, that rehabilitation is effective.###.###right.### have --n40126f to agree with you,###and i'm kind of i-, in favor of capital punishment also.###i just don't think that it acts much as a deterrent to these people because, uh, you still see them committing the same crimes,###but, i tend --n401513 to agree with you that, uh, we should have it.### i just, i don't know that it's always effective,###but i guess we, uh, we're kind of stuck with it.### it's, it --n4017af's a difficult, uh, problem, isn't it, to determine how you're going --n401806 to punish somebody for a particular crime --n401829, uh,###.
164636:52	although i, you know, i'm sorry --n402a2b to see some of their, uh,	###uh, if there's something you want --n401bd7 to know --n401be6, it's, it's in the times and then, and in detail.###uh, they, uh, we, we used --n401dcf to have two papers here in town###and then the herald examiner collapsed about two years ago because of, oh, i don't know, just nobody was buying it really.###.###so there really is only one major l a now.###.###yeah,###pretty much.###uh, there used --n4020d9 to be, fact, i think there still is --n40210c, the, uh, the daily news which --n402137 runs out of the san fernando valley###.###.###and, uh, they're not bad as far as a, uh, you know, as far as a local paper goes.###in fact, it was kind of weird, because i met the, uh, i met the, i met the editor, uh, while i was on, uh, while i was doing jury service in santa monica one time.###it was like we just sat around and talk about newspapers and stuff.###he was a really cool guy. uh, you know, went to columbia university and all this stuff.###and, uh it's, it's a pretty good paper,###but, uh, you know, it's not, it's not the times.###.###yeah.###.
164770:133	one of the things that i found --n402a1b interesting last year during the, uh, the gulf conflict was a sentiment against, uh, peter arnett, who --n402a7a had stayed in iraq and was presenting, uh, some of the things that --n402abd were available.	###.###uh-huh.### which, uh, which approach do you find --n40211b to be, uh, more useful, the,###the interpretive approach or the straight reporting.###.###oh, i like the straight reporting.###uh, and then i, i hope --n4022ef to be able --n402302 to form my own opinion of it.### it's, it --n402411's nice to hear someone's interpretation of it###.###uh-huh.###.###uh, i always think it's humorous when, when the president gives the state of the union and, uh, for thirty minutes and then for an hour and a half you hear different commentators explaining what you just heard --n4025d6 --n4025dd.###.###.###and a lot of time i don't hear exactly what they, what they write --n4027fc into it.###.###uh-huh.###.###so i, overall, i think i would rather --n402936 hear just straight reporting.###.
164858:59	there wasn't as many advanced placement courses --n401b79, uh, when i was a senior --n401ba0 that some other schools had --n401bbb.	###.###and s-, a lot of my friends were in one of the neighboring suburbs###and it wasn't, we weren't too far removed --n40128d geographically from each other,###but the difference in schools i think --n40136a was pretty substantial###.###uh-huh.###.###and, uh, one of the things that --n401433 probably would have been better if, is if the entire county had had, had just one school system.###.###right.###.###and that would result in some, uh, could result in more equitable distribution of money###because what --n4016f5 was happening was, you know, all the very rich people went out to the, move out to the suburbs###and the city had a very low tax base###so they didn't have a lot of money to work with --n4018fb.###.###uh-huh.###.###as a result, the schools were rundown,###there wasn't as many, you know, of the nice supplies in science class that we would have liked --n401a79.
164949:21	ended up --n404043 getting some scholarships to go to college --n40406e and which --n404089 has been, you know, which --n4040ac is really nice,	###.###uh, just, you know, they, they take a notion to do it,###they do,###and, uh, that doesn't work either, you know,###they have --n403c03 to have guidance###and uh, they can't just have it at school and then come home###.###uh-huh.###.###and there's nothing, you know.###.###yeah,###yeah.###yeah,###i know that that, that was a big factor for me.###i ended up --n403ee8 coming out of, of the public school system very well###and was very good education, uh,###.###uh-huh.###.
165232:33	the other thing i let them do --n4010b4 some times is that i let them go through and let them tell me what, let them do the diagnostics.	###uh, as far as maintenance tasks that i do --n400562 myself, i, i usually change the oil and wash the air filter###and i, i had an occasion to change, to have --n4006db to change the battery --n4006f2 once,###but, the brakes, i was really surprised that the brakes.###i wanted,###i do have the background.###i know what --n40094a needs --n400955 to be done --n400968###and i know that the oil --n4009ff needs, should be changed --n400a1a very regularly and all of the bearings###and the lube, lubrication system needs --n400b2e to be lubricated --n400b41###and so i, i stay on top of that###but i i wanted my front wheels,###i wanted the bearings packed --n400d0d###and they wanted something like fifteen dollars, uh, a front or something like that###or maybe it --n400e32 was thirty dollars to do it###.### just to pack the bearings.###.### just to pack the bearings,###but what i found --n400f8a is that they had a brake job###and they,###i had them,
165280:27	well it sounds like you've had some good experiences with that	###i bought the truck with about sixty thousand,###i have almost one hundred and ten,###so i drove on those brake pads for, uh, you know, forty-five thousand miles###and there was hardly any wear to them.###so those small little trucks and cars like that, they just the longevity of the brake pads is really good.###.###you know, they've gotten to the point that where they don't weigh very much --n40223e###and the the surface materials on the pads is so good.###.### exa-, exactly,###.###.###so i, you know, i just did it anyway.### i like --n4024df to, i like --n4024f6 to stay up on it.###you know, like i just kind of stay up on it###and then if you go and like, just about any point, any you know point in time and pull my dip stick and pull it out and look at the oil, the oil is you might say, uh, a white golden brown.###you know, it's not dirty.### i, i, i keep it that way because that's, that is the key to the longevity.###.###right.
165513:41	and then with that i try and handle, you know, some of the clothes that the girls need --n402e4a and things like that,	###uh-huh.###.###and he, he has now for about, oh gosh, how long has it been --n40279b, ten years i guess.###but he was with another company before that,###but we have, we have,### i, i work also,###but i only have a part time job###.###uh-huh.###.###and i get paid --n402a94 very little###but, uh, you know, i try --n402b06 to use that money for food mo-,###jim gives me a certain amount money.###you know, we just transfer it into my account###.###yeah.###uh-huh.###.###and then i use that for food, household expenses,###and then i add my own check to that
165603:37	and then you have --n404586 to really sit down and plan some more	###not too bad. uh.###.###no.###not like she will later on.###.###yeah.###.###you will see that all of a sudden you're paying, you're trying --n4040f2 to decide whether you are going --n404111 to do, you know, soccer and piano and all these choices that they have --n404158 of activities to do --n404177###.###yeah###when,###.###.###uh-huh.###.###and then you really have --n4043e1 to start --n4043f0 saying okay, now what can we afford --n404417 you know,###.###yeah.###.###what can we do --n404529 here
165653:14	i've heard some about saturns.	###i'd better get back to the subject.###.###oh, well.###.###but, uh, budgeting.###i found, you know, i feel a lot better.###you know, we use --n40519a to work out of one check book###.###uh-huh.###.###and it would be very hard for me because i wouldn't have, i wouldn't have any idea how much money i was spending --n4052c6 in one month.###.###yeah.###.###now, i have, know exactly what i'm spending --n405449###and it's so much easier,###.###.###so. have you heard about saturns.###.
165687:30	and i found that while you can find some cars that --n400fc4 are comfortable to ride in --n400fe7, uh, finding a ca-, car --n40101e anymore that --n401031's, that --n401048's fairly easy for me to work on --n401077, it's just not very eas-, it's not very,	###.###um. yeah,###i've heard a lot of people like them.###uh, yet i don't know wh-, whether i would buy saturn or not at this point.###i'm kind of,###my card and, uh, desires tend --n400aac to be pretty picky###and so, uh.###.###well, like what.###.###well, let's see.### i li-, i like cars that --n400c2f are designed --n400c3e with, with human beings in mind,###.###.###and that's not just the driver and the passenger###but that's the person who --n400df2's working on it,###cause i do al-, almost all my own maintenance and, uh those types of things.###.###uh-huh.###.
165750:14	i've driven some, uh, tauruses --n40280c over the last couple of years when i've been on business trips --n402847. uh, as rental cars.	###it was about a nineteen seventy.###so i'm kind of, uh, biased in that###and, you know, i want a car that i can work on --n401fe7 because i think it just costs too much even to get the oil changed --n40202e anymore.###.###yeah.###.###and that's kind of, that's, that's probably one thing i'd look at --n4021ff.###i think another thing i'd look at --n402337 is safety.###.###yeah.###that's one of the things that my wife and i have thought about --n402432.###actually, the car, one of the cars we'd most like --n402517 to get --n402526 would be the new ninety-one ford taurus cause they're actually one of the cheaper cars that --n402571 have dual side air bags.###.###huh.###.###.###that's a real nice car, i think --n402761.###.###yeah.###.
165858:16	some, some local communities are very active in that, uh, in that respect	###.###uh-huh.###.###and the other one is, are the saturns.###.###uh-huh.###.###so those two things.###and then, you know, we kind of want a four door.###.###okay.###.###.###okay.###what is your, uh, community, uh, currently doing --n40005c with regard to recycling.###.###uh, basically, they're just, uh, having various recycling, uh, bins, uh, located --n40015b for, uh, trash pickup.###.###uh-huh.###well that's more than we have up here in massachusetts.
165904:126	i think here if they, uh, instead of just, you know, requiring that you put, put out the trash and stuff, if they --n4024cc could get some kind of rebate, those people who --n4024ff do put the stuff out, uh, you know, and separate it, have lower collection fee or something may encourage people to separate.	### they, th-, here they're trying --n401573 to push through a bill###.###but, uh, people need --n401666 to be more conscious of it.###.###and a lot of people are against it.###and it's going --n401780 to create a lot more work for the, uh, the stores that --n4017bf sell, you know, sodas and stuff.###because they want --n401916 to implement a refund on cans and on plastic bottles and everything.###.###yeah.###mumblex it didn't, it, it took awhile for that bill to be passed --n401a56 up here as far as recycling bottles and cans.###uh, and, and matter of fact, i think it took like three tries t-, for it to go through.### but, and it's been pretty successful###and people notice it as far as, uh, highways being, uh, you know,###people would dr-, have a drink of soda,###instead of --n401f58 throwing out the window, they, they keep the bottle###so it's, it's been a ecologically sound policy and, you know, as, as far as recycling your bottles in terms of trash and so forth.###but more importantly, it's recycling reusable materials back into, uh, manufacturing.###and that's the big thing, i think --n402308, that th-, they try --n402327 to promote --n402336.###.###right.
165945:32	now i think they've come up with some way of, uh, pulling the glue out.	###and phone books are a large volume of annual trash.###.###yeah.### they, they just,###matter of fact, that, that reminded me of an article i saw --n40365f in the pa-,###the local schools, you could send your phone book to your, uh, to, with your kid to school###and what they'll do --n4038ab is they'll recycle it.###because there was an article or a story done awhile ago that, uh, trash, uh, the telephone books are the type of thing that --n4039bc don't break down over a long period of time.###a guy went to a d-, a landfill, dug down five feet and, and pulled up a phone book from like nineteen sixty###because they don't, they don't degrade over such a period of time.###.###well, part of the problem with recycling them in the past has been the covers are made --n403e02 with a clay based paper.###.###yeah.###.###they contain the glue and stuff###and they used --n403f88 to have --n403f97 to take out all the, uh, pages and then cut the spine off --n403fda to be able --n403fed to recycle them.###.###yeah.###.
166085:182	and then, sometimes i, i often, uh, find that maybe there's so many different things available to us. yo-, a microwave, a v c r, a answering machine a, you know, a special, a dishwasher, uh, a refrigerator and some of those items, um, for the, for the, uh,	###uh, but i i tend --n4024f8 to think that it's less --n402517 those people that --n40252a have the two cars and everything than it is the group that --n402561 is just trying --n402574 to survive.###.### yo-, so you think it's,###which group are you saying --n4027d4 is the one trying.###.###i'm saying that the, uh, the group that --n402899 is just trying --n4028ac to survive from day to day, where both parents are working --n4028e3 is more of the majority than the, than the people that --n40291a have the higher standard of living.###.###uh-huh.###.###because if you look at economics across this country and statistics on who --n402ba4 has the money and who --n402bbf the decreasing, uh, middle class in this country i think that that's, in my opinion, the case.###.###uh-huh.###.###.###okay.###.###so.###i mean i have met people that, uh, both that, that --n402e35 just want --n402e44 to maintain a, the standard of living and those that, that --n402e8b really need the job.###.###okay.
166169:26	i do know for a fact that some of the teachers that i know --n402cf9 personally get paid --n402d0c an awful lot more than,	###uh, well, i don't pretend --n401959 to understand that either.###uh, but i'm not quite sure that it's the kind of thing that --n401a2c ought --n401a37 to be blamed --n401a4a on the schools.###but then, again, i'm not quite sure where the blame ought --n401b92 to be put --n401ba5 --n401bac. uh, because the, the dropout rate is, in those areas, w-,###it's high in those areas where also there's poverty and, and crime --n401d75.###and they all seem --n401e44 to go together.###and it seems like if you could eliminate one of, of the parts of that circle, whether, where you have the dropout rate and crime and, you know, general poverty kind of conditions --n401f5c, that things ought --n401f73 to get better.###so, uh, a-, the other two a-, a-,###they --n40224b're all three social issues and could be addressed --n402276 by the government in any ways. and clearly, to me, is a kind of government thing to, to fix --n4022e1###but it's just like, i, i don't expect them to know which, which, which part --n4024a7 is best to fix --n4024c6 just like i don't know.### it's, it's a complicated issue.### i, i still don't think i would blame it directly on the school.###.###i don't know if i blame it on the school.### i think, i think i blame it, i think i blame it on a couple of different things.###i think i blame it on the school system. uh,###.###well, that's i meant when i said the school --n402b02.###.###yeah.###i don't blame it on the teachers in the school. i, although i think that,
166177:13	but there are some school districts out there that --n403059 are very well paid.	###but it's just like, i, i don't expect them to know which, which, which part --n4024a7 is best to fix --n4024c6 just like i don't know.### it's, it's a complicated issue.### i, i still don't think i would blame it directly on the school.###.###i don't know if i blame it on the school.### i think, i think i blame it, i think i blame it on a couple of different things.###i think i blame it on the school system. uh,###.###well, that's i meant when i said the school --n402b02.###.###yeah.###i don't blame it on the teachers in the school. i, although i think that,###i do know for a fact that some of the teachers that i know --n402cf9 personally get paid --n402d0c an awful lot more than,###well, they do quite well for themselves.###.###huh.###well, that's odd because i don't think the teachers in my school district, uh, were well paid.###.###no.###not all school districts are well paid.
166453:10	that's some brutal stuff there.	###yeah.###actually, uh, i kind of like soccer.###i've never really played it###.###yeah.###.###but, uh, i like the idea.### it's, it's an interesting game to watch --n403d25.###that and rugby.###i've like --n403e1b to watch, rugby every now and then.###.###.###yeah###or australian rules football.###that's,###.###yeah,###whatever you want --n403f54 to call it --n403f67 there.###.###yeah.
166634:38	oh, here's --n401b31 an easy way to make some money --n401b5c.	###right.###.###and nowhere does it say you h-, asks you whether you have permission --n4013ae or not to sell your name or information regarding that to anyone.###.###uh-huh.###.###and i think that, it, it --n40156a's one thing f-, to, uh, voluntarily give it because someone asks.###you can always refuse###but it's another thing where it's required --n40173d by law --n40174c###and then they go ahead and take that information and sell it to somebody. you know,###.###right.###uh, that,###.### i don't think, i don't think they have the right to do that.###.###i agree with you there.###.###.###that's something that, uh, people have seen --n401a9e.
166636:43	i, i've heard, fairly recently, uh, some talk about that in this, in, in my state.	###and nowhere does it say you h-, asks you whether you have permission --n4013ae or not to sell your name or information regarding that to anyone.###.###uh-huh.###.###and i think that, it, it --n40156a's one thing f-, to, uh, voluntarily give it because someone asks.###you can always refuse###but it's another thing where it's required --n40173d by law --n40174c###and then they go ahead and take that information and sell it to somebody. you know,###.###right.###uh, that,###.### i don't think, i don't think they have the right to do that.###.###i agree with you there.###.###.###that's something that, uh, people have seen --n401a9e.###oh, here's --n401b31 an easy way to make some money --n401b5c.###but, uh, i don't know if that's been challenged --n401c2b in the courts or not.
166762:101	because, uh, i th-, you know, i think for a lot of people it really is the decision of, do they still have some of their life left.	###.###well, he was until this operation.###he has arthritis.###.###oh, yeah.###.###and now i don't really think he's doing that well.###and my, a lot of my aunts and uncles live near him.###and i have one aunt that --n4008cc really looks after him a lot.###.###yeah.###.###but, uh, my great-grandfather was put --n4009ad in a nursing home when he was a hundred and three --n4009e0.###.###uh-huh.###.###and, uh, died six weeks after they put him in the home.###.###yeah.###and i'm sure that kind of thing would influence your f-, grandfather's feelings.
166774:13	but there's some of the day-to-day needs that they just are not able --n401464 to deal with --n401477 physically anymore.	###but, uh, my great-grandfather was put --n4009ad in a nursing home when he was a hundred and three --n4009e0.###.###uh-huh.###.###and, uh, died six weeks after they put him in the home.###.###yeah.###and i'm sure that kind of thing would influence your f-, grandfather's feelings.###because, uh, i th-, you know, i think for a lot of people it really is the decision of, do they still have some of their life left.### and and, for, for, i'm sure, a lot of people going into a nursing home it's like saying my life is over###.###uh-huh.###.###and i'm just here for the rest of the stay.###and so i, you know, i guess most of the time when i think about somebody going into a nursing home --n401137, it's more a case of where they are not able --n40116e to look after their day-to-day needs --n40118d.###yeah###.###uh-huh.###.###they have can look after a lot of things
166792:125	often times they even have mental difficulty with senility or alzheimer's disease or those or, or physical and mental handicaps. uh, you know, where they really require twenty-four hour supervision of some kind. even though it may be minimal --n4022d1.	###.###they have can look after a lot of things###but there's some of the day-to-day needs that they just are not able --n401464 to deal with --n401477 physically anymore.###uh, i know my, none of my grandparents were in a nursing home.###they generally were able --n40165e to have someone care for them at home###and they died.###but they were all, goodness, younger than your grandparents.###like they were in their eighties. that type of thing.###uh, but i did, uh, you know,###i guess, uh, when i think nursing home --n401922 i do think of people that --n401941 are not able --n401954 to do, take care of themselves physically. uh,###.###but i just don't think that nursing homes really do a very good job.###.###and that's, that's difficult part.###because i think what they often get used --n401c61 as --n401c6c is, uh, almost like a very high level or long-term care for, uh, similar to a hospital.###.###uh-huh.###.###uh, i know, like here in saskatchewan, we have our hospital care mumblex the care actually for the older people graded --n401e8a in level, in four levels.###and a level four type of care would be someone that --n402005 really requires long-term hospital care. generally are not able --n402034 to look after this-, themselves to very, to a very great extent, physically.
166799:28	at least, i mean i think some nursing homes do that.	###like they were in their eighties. that type of thing.###uh, but i did, uh, you know,###i guess, uh, when i think nursing home --n401922 i do think of people that --n401941 are not able --n401954 to do, take care of themselves physically. uh,###.###but i just don't think that nursing homes really do a very good job.###.###and that's, that's difficult part.###because i think what they often get used --n401c61 as --n401c6c is, uh, almost like a very high level or long-term care for, uh, similar to a hospital.###.###uh-huh.###.###uh, i know, like here in saskatchewan, we have our hospital care mumblex the care actually for the older people graded --n401e8a in level, in four levels.###and a level four type of care would be someone that --n402005 really requires long-term hospital care. generally are not able --n402034 to look after this-, themselves to very, to a very great extent, physically.###often times they even have mental difficulty with senility or alzheimer's disease or those or, or physical and mental handicaps. uh, you know, where they really require twenty-four hour supervision of some kind. even though it may be minimal --n4022d1.###.###uh-huh.###.### and, uh, but i think that it can be helpful in that, uh, it gets people the level of physical care they need --n402531. uh,###.###but i don't, i mean
166806:63	i think that a majority of the places in the u s, uh, you know, there is some government aid available,	###because i think what they often get used --n401c61 as --n401c6c is, uh, almost like a very high level or long-term care for, uh, similar to a hospital.###.###uh-huh.###.###uh, i know, like here in saskatchewan, we have our hospital care mumblex the care actually for the older people graded --n401e8a in level, in four levels.###and a level four type of care would be someone that --n402005 really requires long-term hospital care. generally are not able --n402034 to look after this-, themselves to very, to a very great extent, physically.###often times they even have mental difficulty with senility or alzheimer's disease or those or, or physical and mental handicaps. uh, you know, where they really require twenty-four hour supervision of some kind. even though it may be minimal --n4022d1.###.###uh-huh.###.### and, uh, but i think that it can be helpful in that, uh, it gets people the level of physical care they need --n402531. uh,###.###but i don't, i mean###at least, i mean i think some nursing homes do that.###but i think a lot of nursing homes really, uh, are guilty of neglect.###.###yeah.### i th-, and i think it happens more in areas where it's, uh, i guess, uh, a broad social medical system where, uh, you know, there's government medical care and that kind of thing --n40293a --n402941.###if it's the lot where it's funded --n402b35 by the individuals --n402b48### and, and i guess that's sort of my lack of understanding.
166817:15	definitely does need some improvements.	###.###but i don't, i mean###at least, i mean i think some nursing homes do that.###but i think a lot of nursing homes really, uh, are guilty of neglect.###.###yeah.### i th-, and i think it happens more in areas where it's, uh, i guess, uh, a broad social medical system where, uh, you know, there's government medical care and that kind of thing --n40293a --n402941.###if it's the lot where it's funded --n402b35 by the individuals --n402b48### and, and i guess that's sort of my lack of understanding.###i think that a majority of the places in the u s, uh, you know, there is some government aid available,###but the majority of it is to the availability of the individual to pay.###.###uh-huh.###.###and, uh, if you're not able --n402f02 to look after yourself, then you have --n402f29 to rely,###.###.###actually, to tell you the truth, i think, uh, jury selection is a, uh, prime, uh, discussion topic in terms of possible improvements on, uh, uh, finding of, uh, guilt.###.###uh, i certainly can't argue with that.
166876:51	i think that should be left --n4018a1 up to people who --n4018b8 have some knowledge in the subject and more knowledge than a jury would have.	###.###so, if it's your peers and you're not educated then,###.###so if you're a nincompoop on trial, you'd, you'd have --n401053 to have nincompoops --n40106a to, uh,###.###.### you want you want a nincompoop jury because they'll sympathize with you a bit as well as --n4011e1 hopefully being honest people and do their best --n401208 to comply with the facts as they were presented --n401233 to them.###.###.###um.###.###so, that's why the defense is there --n401416 picking through them --n401429, whereas at the same time, the, uh, the prosecutor sitting there --n40146c picking through them because he wants somebody who --n401493 will give him, uh, a guilty verdict if the facts warrant.###.###uh-huh.###.###so, uh, i think the jury selection process is pretty neat,###but i don't think that the jury ought --n40179b to be the ones picking the punishment afterwards.###.###um.###.
166903:55	matter of fact, i've heard that, i've heard that some of the information --n402324, uh, is prevented --n40233f from --n40234a reaching the jury, like, uh, mitigating circumstances or, or preceding, uh, criminal record or things of this nature that,	###the jury will make a recommendation as to leniency or as to the death penalty or whatever,###but i think that it --n401d19 should be up to the judge and the, uh, lawyers to make the decision as to what the actual penalty will be --n401d84.###.###um.###.###maybe just the judge because they're the people who --n401ef4 know what the system is --n401f0f and what it's all about --n401f2e and believe in the system.###.###uh-huh.###.###.###uh-huh.###.###.###uh-huh.###.###uh, and i think that would provide a more fair sentencing procedure. as opposed to an emotional sentencing procedure. also, may be a more consistent sentencing procedure.###.###well, i suppose you may be right on that.###.###.
