Item_ID	Vector_Representation
101449:50	-0.10317973792552948,0.3568381369113922,0.4245893061161041,-0.3656601309776306,-0.1299552470445633,0.2638181149959564,-0.25407248735427856,0.25096389651298523,-0.06871157139539719,0.04317176714539528,0.038323208689689636,0.009789684787392616,0.2971985340118408,0.05479332059621811,0.05083347111940384,-0.3748295307159424,0.17342035472393036,0.24353978037834167,-0.40158164501190186,0.3164949417114258,0.28044310212135315,-0.055786460638046265,0.2499823123216629,-0.14876948297023773,0.0726679265499115,-0.21213684976100922,-0.04739747196435928,-0.5859611630439758,-0.05569301173090935,-0.19438447058200836,-0.045515261590480804,0.41396984457969666,-0.056363545358181,0.00940463412553072,0.051576368510723114,0.3908671438694,0.03080962784588337,0.2744416892528534,-0.06684945523738861,-0.17196089029312134,-0.4966565668582916,-0.19584429264068604,0.00494775315746665,-0.43669378757476807,-0.21376702189445496,0.0017472062027081847,0.4410013258457184,-0.3224300444126129,-0.230350062251091,-0.8334405422210693,0.08798268437385559,-0.10405029356479645,0.10639026015996933,1.0964632034301758,-0.32503336668014526,-2.501098155975342,0.05191294476389885,-0.3244531750679016,1.7583849430084229,0.5703229308128357,-0.1938662976026535,0.9375411868095398,-0.21351374685764313,0.12191924452781677,0.8780699372291565,0.020833365619182587,0.5249875783920288,0.3394780457019806,0.18808621168136597,-0.3469426929950714,0.041061412543058395,-0.472008615732193,-0.12725932896137238,-0.29117968678474426,0.16007283329963684,0.06820210814476013,-0.12121932208538055,-0.01699410378932953,-0.9588953256607056,0.0357808917760849,0.5170227885246277,0.016552790999412537,-0.6778526306152344,0.09449924528598785,-1.5895076990127563,-0.12792105972766876,0.06591109931468964,-0.20090866088867188,-0.10463036596775055,-0.41467633843421936,-0.06662815809249878,-0.17509524524211884,-0.21083731949329376,0.019085172563791275,-0.5896324515342712,-0.11529626697301865,-0.30315232276916504,-0.43529751896858215,0.5841928720474243,0.34669724106788635
101464:11	-0.08089999109506607,0.35608571767807007,0.2621200382709503,-0.2600427269935608,-0.17760969698429108,0.25593000650405884,-0.2111075222492218,0.29900485277175903,-0.07737628370523453,0.004435141105204821,0.0333482101559639,-0.1451890617609024,0.22953177988529205,0.0808337926864624,0.012722717598080635,-0.37791529297828674,0.08419936150312424,0.2576748728752136,-0.6253544092178345,0.2771637737751007,0.24387912452220917,0.09045220911502838,0.23303821682929993,-0.13210248947143555,-0.05456006899476051,-0.20370830595493317,-0.11035771667957306,-0.5725184082984924,-0.006508273538202047,-0.14439307153224945,-0.05004700645804405,0.42009833455085754,0.004663222469389439,-0.12109843641519547,-0.04081221669912338,0.37638983130455017,-0.1803402155637741,0.21773961186408997,-0.024544287472963333,-0.21505185961723328,-0.5102521777153015,-0.27248427271842957,-0.016679873690009117,-0.3738122880458832,-0.18937282264232635,-0.0378720760345459,0.317838579416275,-0.37632617354393005,-0.2924465239048004,-0.8955556750297546,-0.03634921461343765,-0.07486636191606522,0.06523699313402176,1.0095707178115845,-0.3341194689273834,-2.3511178493499756,0.24830129742622375,-0.21445883810520172,1.7635142803192139,0.5071713328361511,-0.3192514479160309,0.8673840165138245,-0.16304698586463928,0.07971053570508957,0.7410839200019836,0.011538073420524597,0.42337697744369507,0.2734833359718323,0.15686865150928497,-0.2561230957508087,0.050823573023080826,-0.34711170196533203,-0.04789121821522713,-0.37971001863479614,0.15035119652748108,0.13013699650764465,-0.1412329226732254,-0.0595390759408474,-0.6754035949707031,-0.05824229121208191,0.5789102911949158,0.037925928831100464,-0.5135726928710938,0.19653567671775818,-1.6288392543792725,-0.0414087139070034,-0.09945955127477646,-0.15623997151851654,-0.20595501363277435,-0.3058921694755554,-0.1570492833852768,-0.16834892332553864,-0.08823757618665695,0.07591234147548676,-0.7756513953208923,-0.05015428736805916,-0.29469937086105347,-0.3133845031261444,0.4251762330532074,0.41306015849113464
102005:100	-0.314209908246994,0.3908977806568146,0.18630869686603546,-0.38653793931007385,-0.08427877724170685,0.3079880177974701,0.06500237435102463,0.07057610899209976,0.023000076413154602,-0.006369197741150856,0.0034358943812549114,-0.042464908212423325,0.21212370693683624,0.38281893730163574,0.12514974176883698,-0.218605175614357,0.12649351358413696,-0.035360198467969894,-0.3191815912723541,0.3306940793991089,0.08308173716068268,0.11436260491609573,0.3101036548614502,-0.0018423089059069753,0.22262495756149292,0.49097785353660583,-0.14550596475601196,-0.415082722902298,-0.10016082972288132,-0.19933336973190308,-0.018289996311068535,0.5568585395812988,-0.11627043783664703,-0.13966163992881775,-0.11640720069408417,0.4193000793457031,0.15115493535995483,0.3381083905696869,-0.0035639340057969093,-0.3677718937397003,-0.12470676004886627,-0.686738908290863,-0.004021333064883947,-0.5988380908966064,-0.055991046130657196,0.11827380210161209,-0.032370805740356445,-0.30408212542533875,0.1028217002749443,-0.7791048884391785,-0.19781140983104706,-0.0011380888754501939,-0.07865379750728607,1.1524850130081177,-0.4560750424861908,-2.0145423412323,-0.0607563741505146,-0.17946910858154297,1.1793878078460693,0.46968257427215576,0.004310850519686937,0.8076305389404297,-0.17231029272079468,0.21129672229290009,0.7330673933029175,-0.3002471625804901,0.6078284978866577,0.16412019729614258,0.32812729477882385,-0.23857468366622925,-0.0034168085549026728,-0.16865716874599457,-0.0228405948728323,-0.21823301911354065,0.20694600045681,0.28479427099227905,-0.16667282581329346,0.10348420590162277,-0.36417075991630554,0.1625349223613739,0.6516475081443787,-0.02987503819167614,-0.5871244668960571,0.48578548431396484,-1.056974172592163,-0.19209106266498566,-0.05626722797751427,0.030650747939944267,-0.07178100198507309,-0.23973846435546875,-0.03603305295109749,-0.12420807778835297,-0.4112110137939453,-0.12900488078594208,-0.7540896534919739,-0.2752216160297394,-0.2240317314863205,-0.4368381202220917,0.5498248338699341,0.4675482511520386
102016:6	-0.3636157512664795,0.3764232397079468,-0.10510224103927612,-0.24502776563167572,-0.3286924958229065,0.5706300139427185,0.21981999278068542,-0.09956225752830505,0.014240249991416931,-0.05979499965906143,-0.12790325284004211,0.09702049940824509,0.11714501678943634,0.5347225069999695,0.2694540023803711,-0.16505999863147736,0.12058749794960022,0.09303174912929535,-0.026188256219029427,0.20956499874591827,0.21280500292778015,-0.10769374668598175,0.24878251552581787,-0.13135600090026855,0.23528249561786652,0.03293249011039734,-0.10835975408554077,-0.3813837468624115,-0.39560410380363464,0.06554999947547913,-0.048127494752407074,0.2747267484664917,-0.25116997957229614,0.016798503696918488,0.007149122655391693,0.19320400059223175,0.10275937616825104,0.06807251274585724,-0.056142501533031464,0.0009475052356719971,-0.31860125064849854,-0.6307849884033203,-0.5498027801513672,-0.1394750028848648,0.179020494222641,-0.21376851201057434,0.001981765031814575,-0.24288198351860046,-0.11381250619888306,-0.5743950009346008,0.006156250834465027,-0.36372798681259155,-0.14365999400615692,0.9425699710845947,-0.17647475004196167,-1.1994398832321167,-0.027963243424892426,-0.17315998673439026,0.6402750015258789,0.42632752656936646,-0.13817749917507172,0.8148430585861206,0.020505249500274658,0.3143582344055176,0.7765200138092041,-0.2268732488155365,0.2044074982404709,0.187422513961792,0.5787675380706787,-0.4077799916267395,-0.2854974865913391,-0.17343325912952423,-0.008985498920083046,0.16383251547813416,0.009762253612279892,0.2831367254257202,-0.2450057566165924,-0.114267498254776,-0.48041924834251404,0.08505000174045563,0.6549599766731262,0.47166746854782104,-0.2999174892902374,0.48594433069229126,-0.8945624828338623,-0.1325632482767105,0.18555501103401184,0.22435900568962097,-0.11001899838447571,-0.02454499900341034,0.19144174456596375,-0.23973773419857025,-0.13122999668121338,-0.1840597540140152,-0.7657582759857178,-0.543749988079071,-0.6348262429237366,-0.33524250984191895,0.6592270731925964,0.41916999220848083
10235:39	-0.16357199847698212,0.22247187793254852,0.41405460238456726,-0.34119999408721924,-0.20775681734085083,0.20347070693969727,-0.16469734907150269,0.09275788068771362,-0.13670136034488678,-0.23230856657028198,0.1371431052684784,-0.08451299369335175,0.321213960647583,-0.08601547032594681,0.11001106351613998,-0.28293174505233765,0.14292177557945251,0.1943172812461853,-0.2905660569667816,0.2413911521434784,0.3431250751018524,0.12917053699493408,0.12670853734016418,-0.13336814939975739,0.185190349817276,-0.20132401585578918,-0.05212964862585068,-0.36838245391845703,0.006804676726460457,-0.254884272813797,-0.14318111538887024,0.3576679825782776,-0.035220999270677567,-0.038284994661808014,0.041078533977270126,0.23963086307048798,-0.04615544527769089,0.24586601555347443,-0.09098642319440842,-0.14355804026126862,-0.30202123522758484,-0.19761507213115692,-0.01268041878938675,-0.36667293310165405,0.018458588048815727,0.06002412736415863,0.3488754332065582,-0.16226108372211456,-0.13202142715454102,-0.6469578146934509,-0.032283347100019455,0.06636254489421844,-0.06367770582437515,0.9261670708656311,-0.2722446620464325,-2.2876734733581543,0.0035867050755769014,-0.1987045407295227,1.3532606363296509,0.6338391304016113,-0.2545875012874603,0.983418881893158,-0.22672659158706665,0.2343059778213501,0.7539727687835693,0.036084022372961044,0.3661678433418274,0.22711241245269775,0.26992934942245483,-0.11886745691299438,-0.002482352778315544,-0.39041221141815186,-0.15013718605041504,-0.3316470980644226,0.2838384807109833,-0.039609476923942566,-0.11084182560443878,-0.01931682787835598,-0.7664657235145569,0.020487235859036446,0.719043493270874,0.029897406697273254,-0.573406457901001,0.05776888132095337,-1.3251466751098633,-0.1938628852367401,-0.04618564248085022,-0.16282334923744202,-0.08131583034992218,-0.19406187534332275,-0.10879082977771759,-0.17748969793319702,-0.2818473279476166,0.09449675679206848,-0.6454405188560486,-0.1712973266839981,-0.42529746890068054,-0.17315047979354858,0.5300788283348083,0.27002763748168945
102431:45	-0.12323341518640518,0.25497156381607056,0.35893702507019043,-0.4911258816719055,-0.3936167359352112,0.2616213858127594,-0.24596147239208221,0.2090746909379959,0.0009071294916793704,0.06044381111860275,0.08002142608165741,-0.022626778110861778,0.24200718104839325,0.13786274194717407,0.149375319480896,-0.388227254152298,0.08195310831069946,0.27504974603652954,-0.5023128986358643,0.5167461633682251,0.18101389706134796,0.13609567284584045,0.22076766192913055,-0.09537974745035172,0.08813422173261642,-0.021332502365112305,-0.1990766078233719,-0.7080978155136108,0.04424736276268959,-0.22835321724414825,-0.13772477209568024,0.46864786744117737,-0.060464996844530106,0.12706658244132996,0.014853772707283497,0.29141607880592346,-0.00789780355989933,0.4166216254234314,0.023159651085734367,-0.26692458987236023,-0.48637598752975464,-0.13903886079788208,-0.13900712132453918,-0.49424558877944946,-0.2943054735660553,0.06852264702320099,0.2556660771369934,-0.2648997902870178,-0.03419143334031105,-0.7747615575790405,-0.19585949182510376,-0.17178861796855927,0.007613475434482098,1.0348727703094482,-0.41415685415267944,-2.199014186859131,0.20368650555610657,-0.14000000059604645,1.5022118091583252,0.45791706442832947,-0.13622848689556122,0.9385578036308289,-0.2495121955871582,-0.05341309309005737,0.8116615414619446,0.11643943935632706,0.6856961250305176,0.3585365414619446,0.06133170798420906,-0.15941330790519714,0.11079937219619751,-0.30862462520599365,-0.05501071736216545,-0.5509695410728455,0.01568145677447319,0.14573150873184204,-0.04228903725743294,-0.12635432183742523,-0.7494972944259644,0.049526870250701904,0.6442660689353943,-0.06357704102993011,-0.45427441596984863,-0.04186917096376419,-1.5645711421966553,-0.09708002209663391,-0.02270689234137535,-0.2376367598772049,-0.211287260055542,-0.34023886919021606,-0.10553263127803802,-0.2099703550338745,-0.003505222499370575,0.0068509625270962715,-0.6221960186958313,-0.152399480342865,-0.27039259672164917,-0.5227246880531311,0.5133323073387146,0.25304165482521057
102546:21	-0.04972255602478981,0.15654544532299042,0.3566354513168335,-0.2243177592754364,-0.03717432916164398,0.2670249938964844,-0.44246891140937805,0.03858323022723198,-0.1844063401222229,-0.06890210509300232,0.2502104341983795,0.14807909727096558,0.26618754863739014,0.08184152841567993,0.30618155002593994,-0.4315544366836548,0.12222123146057129,0.1084645539522171,-0.28846585750579834,0.398295521736145,0.21921122074127197,0.2066354602575302,0.23405821621418,-0.06383001059293747,-0.009691889397799969,-0.20779509842395782,0.0244468841701746,-0.42713770270347595,0.034524694085121155,-0.21951334178447723,0.03144233301281929,0.1819041222333908,-0.14447754621505737,-0.11874666810035706,-0.007348885294049978,0.05939744412899017,0.2227567583322525,0.34895920753479004,-0.2245251089334488,-0.11004243791103363,-0.5044066309928894,-0.2795833349227905,0.13990968465805054,-0.417097806930542,-0.31125953793525696,-0.10301254689693451,0.22319579124450684,-0.34600722789764404,-0.060063667595386505,-0.6541166305541992,0.07925589382648468,-0.06029689311981201,0.11601199209690094,0.7528622150421143,-0.36858034133911133,-2.010024309158325,0.23400169610977173,-0.24483531713485718,1.2930690050125122,0.3841511011123657,0.016581114381551743,0.8920333385467529,-0.12275122106075287,0.16157832741737366,0.6640799641609192,-0.03301643207669258,0.8497922420501709,0.287741094827652,0.4068244695663452,-0.33553066849708557,0.014647334814071655,-0.3504599928855896,-0.10721712559461594,-0.3081420063972473,0.07845522463321686,0.2761728763580322,0.036492105573415756,0.05030011758208275,-0.9021305441856384,-0.07621677964925766,0.6920533776283264,0.07372132688760757,-0.5080322027206421,0.3228108286857605,-1.6099756956100464,0.060512881726026535,-0.22939245402812958,-0.28411757946014404,-0.04915555194020271,-0.3599816560745239,-0.03819366544485092,-0.09389910846948624,0.030583776533603668,0.28879889845848083,-0.5373033285140991,-0.08251023292541504,-0.5126266479492188,-0.46337732672691345,0.5027315616607666,0.38819777965545654
102781:19	-0.0446365587413311,0.20148934423923492,0.3073345422744751,-0.29368045926094055,-0.15361066162586212,0.4338666498661041,0.12046900391578674,0.4728873670101166,-0.29977190494537354,-0.17704221606254578,0.10934707522392273,-0.00041840143967419863,0.23606032133102417,0.08712154626846313,0.09276245534420013,-0.24093355238437653,0.04109843820333481,-0.09193067997694016,-0.6298847794532776,0.28705835342407227,0.33531510829925537,0.09720778465270996,0.08508599549531937,-0.03861777484416962,0.22861726582050323,-0.16039055585861206,-0.303597629070282,-0.2894938886165619,0.36720550060272217,-0.3150833249092102,-0.15141889452934265,0.42268213629722595,0.21422167122364044,0.08204454928636551,-0.05316866189241409,0.6162821650505066,-0.008187658153474331,0.22325198352336884,-0.026785995811223984,-0.14358022809028625,-0.39285221695899963,-0.2811773419380188,0.1851566731929779,-0.39496102929115295,-0.11866442114114761,-0.1293611079454422,-0.07641011476516724,-0.32527774572372437,0.2437463402748108,-0.8840477466583252,-0.08877934515476227,-0.24104656279087067,0.19851644337177277,0.9598962068557739,-0.27932310104370117,-2.574077606201172,-0.2161434441804886,-0.02044132724404335,1.433941125869751,0.7237622737884521,-0.3098562955856323,1.0094367265701294,-0.22433039546012878,-0.06251281499862671,0.3643849790096283,-0.0916447788476944,0.41066399216651917,0.4951273500919342,0.14798742532730103,-0.1243482157588005,-0.25717565417289734,-0.27107301354408264,-0.13999754190444946,-0.534308910369873,-0.2109370082616806,0.41894665360450745,-0.1412944793701172,-0.07324966788291931,-0.7786276936531067,0.07699522376060486,0.5865644812583923,0.03725099936127663,-0.19845221936702728,-0.013589184731245041,-1.3047833442687988,-0.2614707946777344,0.0008477767114527524,0.1241312325000763,-0.4169856309890747,-0.4095277488231659,-0.0367586724460125,-0.1220720112323761,0.038040656596422195,-0.01443276833742857,-0.8314711451530457,-0.11716011166572571,-0.17726874351501465,0.052186667919158936,0.5879397988319397,0.2680695652961731
102998:7	-0.16597428917884827,0.19701799750328064,0.41558653116226196,-0.3874325454235077,-0.30073750019073486,0.2869490683078766,-0.14214454591274261,0.2502748370170593,-0.006799091584980488,0.00025849565281532705,0.24612684547901154,0.09230625629425049,0.2288639098405838,-0.0328412689268589,0.17770175635814667,-0.39502447843551636,-0.025204289704561234,0.2363549917936325,-0.3675573468208313,0.39941805601119995,0.35452786087989807,0.16507521271705627,0.21204030513763428,-0.14848360419273376,0.08326751738786697,-0.15902259945869446,-0.10982270538806915,-0.6046241521835327,0.08015856146812439,-0.26133766770362854,-0.15540283918380737,0.323376327753067,-0.14029046893119812,0.011324255727231503,-0.0008613005047664046,0.3250748813152313,-0.042467981576919556,0.27442413568496704,-0.06396335363388062,-0.1781044900417328,-0.49001002311706543,-0.1617371141910553,0.06592075526714325,-0.33844250440597534,-0.22940225899219513,0.030419856309890747,0.33563658595085144,-0.3941534161567688,-0.09410439431667328,-0.8251474499702454,-0.03594302013516426,-0.1709659993648529,0.08094474673271179,1.108028531074524,-0.341050922870636,-2.369011163711548,0.09749710559844971,-0.1458030492067337,1.5676805973052979,0.5244895219802856,-0.1689470112323761,0.9265785217285156,-0.3489113450050354,0.1775272637605667,0.8365317583084106,0.0831279382109642,0.5723060965538025,0.3728253245353699,0.017982596531510353,-0.23253090679645538,-0.013933447189629078,-0.3018626570701599,-0.005578001029789448,-0.4258324205875397,0.17937955260276794,0.04552454873919487,-0.19042649865150452,-0.21795323491096497,-0.8119708895683289,0.11193134635686874,0.6324980854988098,-0.13104476034641266,-0.4738600254058838,0.0928417444229126,-1.5381009578704834,-0.07240034639835358,0.1195751279592514,-0.16539981961250305,-0.19484972953796387,-0.34211963415145874,-0.14456889033317566,-0.11852095276117325,-0.15365904569625854,0.005268148612231016,-0.5928782224655151,-0.19170953333377838,-0.2826211154460907,-0.39236122369766235,0.40350109338760376,0.2928808033466339
103194:37	-0.24299874901771545,-0.10063424706459045,0.3320535719394684,-0.1888536512851715,-0.08383089303970337,0.23091007769107819,-0.13934831321239471,0.3372707664966583,-0.19283892214298248,-0.09634421020746231,-0.11868055164813995,0.08129987865686417,0.2620543837547302,0.12081032246351242,0.14534170925617218,-0.2247435450553894,-0.04893730580806732,-0.17127403616905212,-0.3365870714187622,0.09260766208171844,0.252626895904541,-0.054922591894865036,0.14676670730113983,0.05325751006603241,0.33676937222480774,-0.03063829243183136,-0.16623200476169586,-0.15066921710968018,-0.05208338797092438,-0.05000029504299164,-0.010158631019294262,0.18752942979335785,-0.13380327820777893,0.2046312540769577,-0.055697616189718246,0.3500216007232666,0.03453337401151657,0.2018497735261917,-0.21208803355693817,-0.09417950361967087,-0.4045153558254242,-0.13520348072052002,0.471339613199234,-0.25900354981422424,-0.05516388639807701,-0.07609245181083679,-0.11566486954689026,-0.31065958738327026,0.23845408856868744,-0.7393378615379333,-0.019568687304854393,-0.13487763702869415,-0.03558726981282234,0.9059486389160156,-0.3102782666683197,-1.9635003805160522,0.02365577220916748,-0.02956467494368553,1.3166617155075073,0.5884979367256165,-0.16506712138652802,0.7653749585151672,-0.12482325732707977,0.026502862572669983,0.4702857732772827,0.06454429775476456,0.28310051560401917,0.2080177366733551,-0.009691298007965088,-0.2684989869594574,-0.23509033024311066,-0.2256847620010376,-0.07255183160305023,-0.3556216061115265,-0.09645883738994598,0.3050520420074463,-0.2428399920463562,0.07157979905605316,-0.8784011006355286,0.14846821129322052,0.317994624376297,0.0005632826942019165,-0.2031836360692978,0.005864621140062809,-1.0190365314483643,-0.3139190077781677,-0.0959480032324791,0.26829880475997925,-0.27329516410827637,-0.15890014171600342,-0.05406062304973602,-0.03853108361363411,0.005877284798771143,0.2944280207157135,-0.6921175122261047,-0.06012845039367676,-0.1591082066297531,-0.19568833708763123,0.5843335390090942,0.18932826817035675
103477:18	-0.12202861905097961,0.2850646376609802,0.6613484025001526,-0.341254860162735,-0.37553924322128296,0.12044001370668411,-0.19638006389141083,0.21724385023117065,0.19141648709774017,-0.06316329538822174,0.19269169867038727,0.04906141757965088,0.3277556598186493,0.003349210135638714,0.03424392268061638,-0.24426722526550293,-0.03325923532247543,0.18375888466835022,-0.2713840901851654,0.5434053540229797,0.31893080472946167,0.2822969853878021,0.2012447714805603,-0.1445341557264328,0.07960616052150726,0.06173738092184067,-0.17447270452976227,-0.5658400058746338,-0.06402526795864105,-0.271826833486557,-0.13357484340667725,0.6229782104492188,0.09861893951892853,0.05186465010046959,0.04871799424290657,0.2774834930896759,-0.10115278512239456,0.2210724651813507,-0.08774101734161377,-0.31790924072265625,-0.3518001437187195,-0.13764438033103943,0.1776953786611557,-0.43707841634750366,-0.2760188579559326,-0.09972819685935974,0.5027792453765869,-0.27786409854888916,-0.031217537820339203,-0.9269201755523682,0.002178231021389365,-0.0954786166548729,0.11921091377735138,1.1024144887924194,-0.3161914646625519,-2.728215217590332,0.11494691669940948,-0.15582305192947388,1.6903458833694458,0.505322277545929,-0.05991575866937637,1.0492428541183472,-0.36396458745002747,0.07177755981683731,0.9113677144050598,0.015147079713642597,0.7038069367408752,0.3030974566936493,0.17818453907966614,-0.27250123023986816,0.1517312228679657,-0.43663090467453003,-0.009591147303581238,-0.2746906578540802,0.33842384815216064,-0.013111078180372715,-0.06566338241100311,0.034194465726614,-0.8764145970344543,0.19835223257541656,0.4829179644584656,-0.08096421509981155,-0.7995070219039917,0.21129857003688812,-1.528249979019165,-0.20622093975543976,-0.05522546544671059,-0.33065590262413025,-0.35164833068847656,-0.28481215238571167,-0.020364999771118164,-0.18708918988704681,-0.18653693795204163,0.10757645964622498,-0.5356684923171997,0.22455723583698273,-0.3298114538192749,-0.39005962014198303,0.39209315180778503,0.522386908531189
103563:4	-0.1936110556125641,0.32634785771369934,0.4125610589981079,-0.5110181570053101,-0.29863137006759644,0.029675394296646118,-0.28408586978912354,0.1252996325492859,0.37223130464553833,0.1513233482837677,0.13976828753948212,0.14489197731018066,0.3111730217933655,-0.08076189458370209,0.019447721540927887,-0.3946744203567505,0.035059161484241486,0.21085351705551147,-0.27577751874923706,0.35754334926605225,0.2981250286102295,0.06864467263221741,0.23398147523403168,-0.1880784034729004,-0.038912296295166016,0.02159210294485092,-0.17883749306201935,-0.42371082305908203,0.1191050186753273,-0.059721894562244415,-0.0726613849401474,0.3613666594028473,-0.19526684284210205,0.11995690315961838,0.07916238903999329,0.23990385234355927,0.08091196417808533,0.11558274179697037,0.019373221322894096,-0.18280264735221863,-0.4510739743709564,-0.12282637506723404,-0.04987911880016327,-0.46453040838241577,-0.021154383197426796,0.07983969151973724,0.36882835626602173,-0.09736540913581848,-0.1945524960756302,-0.7617452144622803,-0.030825667083263397,-0.16921909153461456,-0.06673219799995422,0.9310722351074219,-0.27763962745666504,-1.7361266613006592,0.10245992243289948,-0.04982059821486473,1.3885860443115234,0.14084577560424805,-0.09887167066335678,0.7703639268875122,-0.23417001962661743,0.14581668376922607,0.66122967004776,0.15782082080841064,0.5213045477867126,0.16659210622310638,-0.025395670905709267,-0.3782627582550049,0.10003352910280228,-0.41787466406822205,-0.014301836490631104,-0.24796772003173828,0.05115678161382675,0.08717605471611023,0.10466305911540985,-0.06484099477529526,-0.6956691741943359,0.1456867903470993,0.5785365104675293,-0.05343849956989288,-0.6059355139732361,0.06578503549098969,-1.3655972480773926,-0.1545889973640442,0.10110349953174591,-0.023763276636600494,-0.36427175998687744,-0.14823073148727417,-0.010681310668587685,-0.07505439221858978,-0.09797206521034241,-0.12666988372802734,-0.5648694634437561,-0.07861444354057312,-0.10609227418899536,-0.3943799138069153,0.39027246832847595,0.14646604657173157
103574:12	-0.1536833941936493,0.3276877999305725,0.5369080305099487,-0.39317619800567627,-0.14747460186481476,0.29468220472335815,-0.18059198558330536,0.3167259991168976,-0.06125439330935478,-0.041217394173145294,0.2653807997703552,0.2628774046897888,0.2275145947933197,0.11293617635965347,0.3780680000782013,-0.2605080008506775,-0.11473240703344345,0.04128579795360565,0.15127339959144592,0.14694997668266296,0.3891820013523102,-0.0027451992500573397,0.10336939990520477,-0.16435201466083527,0.2641339898109436,-0.05453799292445183,-0.31588640809059143,-0.3797979950904846,0.30259570479393005,-0.23019930720329285,0.11940759420394897,0.6713025569915771,0.06574602425098419,0.010604990646243095,0.08399199694395065,0.2079150229692459,-0.2699146270751953,-0.09571199864149094,0.0533348023891449,-0.159154012799263,-0.042576003819704056,-0.28996047377586365,0.19789180159568787,-0.35251399874687195,-0.2690316140651703,0.0811506062746048,0.0002779960632324219,-0.22131991386413574,0.2428869903087616,-0.5936399698257446,0.24986819922924042,-0.00019039810285903513,-0.10060300678014755,0.8493860363960266,0.010755193419754505,-2.129133939743042,0.1628440022468567,0.06683799624443054,1.5033539533615112,0.17930375039577484,0.4579140245914459,0.7077599763870239,-0.4142856001853943,0.20556220412254333,0.7853119969367981,0.12210800498723984,0.5575566291809082,-0.04152878373861313,0.03800960257649422,0.002988003194332123,-0.013181999325752258,-0.00646500289440155,0.4057280123233795,-0.3839219808578491,0.3005019724369049,0.13144199550151825,0.05346880108118057,-0.00839040707796812,-0.5038596391677856,-0.038062795996665955,0.3821164071559906,0.06170199066400528,-0.48251596093177795,-0.0272425077855587,-1.4221060276031494,0.02015000581741333,0.02035580947995186,-0.2260189801454544,-0.09515559673309326,-0.10182640701532364,-0.0374114103615284,0.19814279675483704,-0.019773995503783226,-0.047814399003982544,-0.3405015766620636,-0.1730239987373352,-0.22385402023792267,-0.2108866274356842,0.5405133962631226,0.519044041633606
